"","Team","Player","College","Play_Yrs","Games","Year","Pick"
"5214","UTA","Thurl Bailey","North Carolina State University",12,928,1983,7
"5215","DET","Antoine Carr","Wichita State University",16,987,1983,8
"5216","DAL","Dale Ellis","University of Tennessee",17,1209,1983,9
"5217","WSB","Jeff Malone","Mississippi State University",13,905,1983,10
"5218","DAL","Derek Harper","University of Illinois at Urbana-Champaign",16,1199,1983,11
"5219","NYK","Darrell Walker","University of Arkansas",10,720,1983,12
"5220","KCK","Ennis Whatley","University of Alabama",10,385,1983,13
"5221","POR","Clyde Drexler","University of Houston",15,1086,1983,14
"5222","DEN","Howard Carter","Louisiana State University",2,66,1983,15
"5223","SEA","Jon Sundvold","University of Missouri",9,502,1983,16
"5224","PHI","Leo Rautins","Syracuse University",2,32,1983,17
"5225","MIL","Randy Breuer","University of Minnesota",11,681,1983,18
"5226","SAS","John Paxson","University of Notre Dame",11,772,1983,19
"5227","CLE","Roy Hinson","Rutgers University",8,507,1983,20
"5228","BOS","Greg Kite","Brigham Young University",12,680,1983,21
"5229","WSB","Randy Wittman","Indiana University",9,543,1983,22
"5230","IND","Mitchell Wiggins","Florida State University",6,389,1983,23
"5231","CLE","Stewart Granger","Villanova University",3,80,1983,24
"5232","CHI","Sidney Lowe","North Carolina State University",4,193,1983,25
"5233","IND","Leroy Combs","Oklahoma State University",1,48,1983,26
"5234","CLE","John Garris","Boston College",1,33,1983,27
"5235","PHO","Rod Foster","University of California, Los Angeles",3,207,1983,28
"5236","CHI","Larry Micheaux","University of Houston",2,96,1983,29
"5237","DAL","Mark West","Old Dominion University",17,1090,1983,30
"5238","ATL","Doc Rivers","Marquette University",13,864,1983,31
"5239","WSB","Michael Britt","University of the District of Columbia",NA,NA,1983,32
"5240","DAL","Dirk Minniefield","University of Kentucky",3,222,1983,33
"5241","WSB","Guy Williams","Washington State University",2,26,1983,34
"5242","SAS","Darrell Lockhart","Auburn University",1,2,1983,35
"5243","SEA","Scooter McCray","University of Louisville",3,77,1983,36
"5244","DEN","David Russell","St. John's University",NA,NA,1983,37
"5245","KCK","Chris McNealy","San Jose State University",3,108,1983,38
"5246","POR","Granville Waiters","Ohio State University",5,249,1983,39
"5247","IND","Jim Thomas","Indiana University",4,161,1983,40
"5248","MIL","Ted Kitchel","Indiana University",NA,NA,1983,41
"5249","MIL","Mike Davis","University of Alabama",NA,NA,1983,42
"5250","GSW","Pace Mannion","University of Utah",6,216,1983,43
"5251","NJN","Horace Owens","University of Rhode Island",NA,NA,1983,44
"5252","PHO","Paul Williams","Arizona State University",NA,NA,1983,45
"5253","SAS","Kevin Williams","St. John's University",5,260,1983,46
"5254","PHI","Ken Lyons","University of North Texas",NA,NA,1983,47
"5255","HOU","Craig Ehlo","Washington State University",14,873,1983,48
"5256","IND","Greg Jones","West Virginia University",NA,NA,1983,49
"5257","CLE","Paul Thompson","Tulane University",3,154,1983,50
"5258","PHO","Derek Whittenburg","North Carolina State University",NA,NA,1983,51
"5259","BOS","Winfred King","East Tennessee State University",NA,NA,1983,52
"5260","GSW","Mike Holton","University of California, Los Angeles",6,325,1983,53
"5261","UTA","Bob Hansen","University of Iowa",9,575,1983,54
"5262","DET","Erich Santifer","Syracuse University",NA,NA,1983,55
"5263","CLE","Larry Anderson","University of Nevada, Las Vegas",NA,NA,1983,56
"5264","WSB","Darren Daye","University of California, Los Angeles",5,328,1983,57
"5265","ATL","John Pinone","Villanova University",1,7,1983,58
"5266","NJN","Bruce Kuczenski","University of Connecticut",1,15,1983,59
"5267","KCK","Steve Harriel","Washington State University",NA,NA,1983,60
"5268","DEN","David Little","University of Oklahoma",NA,NA,1983,61
"5269","POR","Tom Piotrowski","La Salle University",1,18,1983,62
"5270","SEA","Frank Burnell","Stetson University",NA,NA,1983,63
"5271","PHI","Claude Riley","Texas A&M University",NA,NA,1983,64
"5272","MIL","Billy Goodwin","St. John's University",NA,NA,1983,65
"5273","CLE","Les Craft","Kansas State University",NA,NA,1983,66
"5274","CLE","Derrick Hord","University of Kentucky",NA,NA,1983,67
"5275","BOS","Craig Robinson","University of Virginia",NA,NA,1983,68
"5276","LAL","Orlando Phillips","Pepperdine University",NA,NA,1983,69
"5277","PHI","Dan Ruland","James Madison University",NA,NA,1983,70
"5278","HOU","Darrell Browder","Texas Christian University",NA,NA,1983,71
"5279","IND","Terry Fair","University of Georgia",NA,NA,1983,72
"5280","CLE","Dwight Jones","University of Cincinnati",NA,NA,1983,73
"5281","PHI","Kalpatrick Wells","Mississippi State University",NA,NA,1983,74
"5282","CHI","Ron Crevier","Boston College",1,3,1983,75
"5283","UTA","Doug Arnold","Texas Christian University",NA,NA,1983,76
"5284","GSW","Peter Thibeaux","Saint Mary's College of California",2,93,1983,77
"5285","DET","Steve Bouchie","Indiana University",NA,NA,1983,78
"5286","DAL","Johnny Martin","Northwestern State University",NA,NA,1983,79
"5287","WSB","Dan Gay","University of Louisiana at Lafayette",NA,NA,1983,80
"5288","ATL","Harry Kelley","Texas Southern University",NA,NA,1983,81
"5289","NYK","Mark Jones","St. Bonaventure University",1,6,1983,82
"5290","DEN","York Gross","University of California, Santa Barbara",NA,NA,1983,83
"5291","KCK","Mike Jackson","University of Wyoming",NA,NA,1983,84
"5292","POR","Tim Dunham","Chaminade University of Honolulu",NA,NA,1983,85
"5293","SEA","Pete DeBisschop","Fairfield University",NA,NA,1983,86
"5294","NJN","Barney Mines","Bradley University",NA,NA,1983,87
"5295","MIL","Mark Nickens","American University",NA,NA,1983,88
"5296","PHO","Sam Mosley","University of Nevada, Reno",NA,NA,1983,89
"5297","SAS","Brant Weidner","College of William & Mary",1,8,1983,90
"5298","BOS","Carlos Clark","University of Mississippi",2,93,1983,91
"5299","LAL","Terry Lewis","Mississippi State University",NA,NA,1983,92
"5300","PHI","Craig Robinson","Princeton University",NA,NA,1983,93
"5301","HOU","Chuck Barnett","University of Oklahoma",NA,NA,1983,94
"5302","IND","Roger Stieg","University of Mississippi",NA,NA,1983,95
"5303","CLE","Chris Logan","College of the Holy Cross",NA,NA,1983,96
"5304","SDC","Manute Bol",NA,10,624,1983,97
"5305","CHI","Tim Andree","University of Notre Dame",NA,NA,1983,98
"5306","GSW","Greg Hines","Hampton University",NA,NA,1983,99
"5307","UTA","Matt Clark","Oklahoma State University",NA,NA,1983,100
"5308","DET","Ken Austin","Rice University",1,7,1983,101
"5309","DAL","Jim Lampley","University of Arkansas at Little Rock",1,1,1983,102
"5310","WSB","Robin Dixon","University of New Hampshire",NA,NA,1983,103
"5311","ATL","Charles Jones","University of Oklahoma",NA,NA,1983,104
"5312","NYK","Troy Lee Mikell","East Tennessee State University",NA,NA,1983,105
"5313","KCK","Lorenza Andrews","Oklahoma State University",NA,NA,1983,106
"5314","DEN","James Braddock","University of North Carolina",NA,NA,1983,107
"5315","POR","Gary Monroe","Wright State University",NA,NA,1983,108
"5316","SEA","Brad Watson","University of Washington",NA,NA,1983,109
"5317","NJN","Tyren Naulls","Texas A&M University",NA,NA,1983,110
"5318","MIL","Mark Petteway","University of New Orleans",NA,NA,1983,111
"5319","SAS","Jeff Pehl","University of Richmond",NA,NA,1983,112
"5320","PHO","Rick Lamb","Illinois State University",NA,NA,1983,113
"5321","BOS","Bob Reitz","Stonehill College",NA,NA,1983,114
"5322","LAL","Danny Dixon","Alabama A&M University",NA,NA,1983,115
"5323","PHI","Mike Milligan","Tennessee State University",NA,NA,1983,116
"5324","HOU","Jim Stack","Northwestern University",NA,NA,1983,117
"5325","IND","Cliff Pruitt","University of Alabama at Birmingham",NA,NA,1983,118
"5326","CLE","Mel McLaughlin","Central Michigan University",NA,NA,1983,119
"5327","MIL","Russell Todd","West Virginia University",NA,NA,1983,120
"5328","CHI","Ernest Patterson","New Mexico State University",NA,NA,1983,121
"5329","UTA","Fred Gilliam","Clemson University",NA,NA,1983,122
"5330","GSW","Tom Heywood","Weber State University",NA,NA,1983,123
"5331","DET","Derek Perry","Michigan State University",NA,NA,1983,124
"5332","DAL","Billy Allen","University of Nevada, Reno",NA,NA,1983,125
"5333","WSB","Donald Carroll","Saint Augustine's College",NA,NA,1983,126
"5334","ATL","Tom Bethea","University of Richmond",NA,NA,1983,127
"5335","NYK","Tony Simms","Boston University",NA,NA,1983,128
"5336","DEN","Glenn Green","Murray State University",NA,NA,1983,129
"5337","KCK","Alvis Rogers","Wake Forest University",NA,NA,1983,130
"5338","POR","Derrick Pope","University of Montana",NA,NA,1983,131
"5339","SEA","Tony Wilson","Western Kentucky University",NA,NA,1983,132
"5340","NJN","Oscar Taylor","University of New Orleans",NA,NA,1983,133
"5341","MIL","Charles Hurt","University of Kentucky",NA,NA,1983,134
"5342","PHO","Edward Bona","Fordham University",NA,NA,1983,135
"5343","SAS","Ricky Hooker","St. Mary's University",NA,NA,1983,136
"5344","BOS","Paul Atkins","Houston Baptist University",NA,NA,1983,137
"5345","LAL","Mark Steele","Colorado State University",NA,NA,1983,138
"5346","PHI","Sedale Threatt","West Virginia University Institute of Technology",14,951,1983,139
"5347","HOU","Brian Kellerman","University of Idaho",NA,NA,1983,140
"5348","IND","Tony Brown","Indiana University",NA,NA,1983,141
"5349","CLE","John Columbo","John Carroll University",NA,NA,1983,142
"5350","SDC","Dan Evans","Oregon State University",NA,NA,1983,143
"5351","CHI","Jacque Hill","University of Southern California",NA,NA,1983,144
"5352","GSW","Peter Williams","University of Utah",NA,NA,1983,145
"5353","UTA","Joe Kazanowski",NA,NA,NA,1983,146
"5354","DET","Rob Gonzalez","University of Colorado",NA,NA,1983,147
"5355","DAL","Terrell Schlundt","Marquette University",NA,NA,1983,148
"5356","WSB","Danny Womack","Winston-Salem State University",NA,NA,1983,149
"5357","ATL","Lex Drum","University of Alabama at Birmingham",NA,NA,1983,150
"5358","NYK","Desi Barimore","California State University, Fresno",NA,NA,1983,151
"5359","KCK","Dane Suttle","Pepperdine University",2,46,1983,152
"5360","DEN","Maurice McDaniel","Cawtaba College",NA,NA,1983,153
"5361","POR","Paul Little","University of Pennsylvania",NA,NA,1983,154
"5362","SEA","Tony Gattis","Mercer University",NA,NA,1983,155
"5363","NJN","Keith Bennett","Sacred Heart University",NA,NA,1983,156
"5364","MIL","Anthony Hicks","Xavier University",NA,NA,1983,157
"5365","SAS","Keith Williams","Oklahoma Panhandle State University",NA,NA,1983,158
"5366","PHO","Fred Brown","Virginia Commonwealth University",NA,NA,1983,159
"5367","BOS","Ron Jackson","Providence College",NA,NA,1983,160
"5368","LAL","Ricky Mixon","California State University, Fullerton",NA,NA,1983,161
"5369","PHI","Tony Bruin","Syracuse University",NA,NA,1983,162
"5370","HOU","Jeff Bolding","Arkansas State University",NA,NA,1983,163
"5371","IND","Ray McCallum","Ball State University",NA,NA,1983,164
"5372","CLE","Larry Tucker","Lewis University",NA,NA,1983,165
"5373","SDC","Mark Gannon","University of Iowa",NA,NA,1983,166
"5374","CHI","Terry Bradley","Chicago State University",NA,NA,1983,167
"5375","UTA","Michael McCombs","College of Santa Fe",NA,NA,1983,168
"5376","GSW","Doug Harris","Central Washington University",NA,NA,1983,169
"5377","DET","George Wenzel","Augustana College (IL)",NA,NA,1983,170
"5378","DAL","Bill Sadler","Pepperdine University",NA,NA,1983,171
"5379","WSB","Bernard Perry","Howard University",NA,NA,1983,172
"5380","ATL","George Thomas","Georgia Institute of Technology",NA,NA,1983,173
"5381","NYK","Mike Lang","Pennsylvania State University",NA,NA,1983,174
"5382","DEN","Cliff Tribus","Davidson College",NA,NA,1983,175
"5383","KCK","Preston Neumayr","University of California, Davis",NA,NA,1983,176
"5384","POR","Frank Smith","University of Arizona",NA,NA,1983,177
"5385","SEA","Ray Smith","Armstrong Atlantic State University",NA,NA,1983,178
"5386","NJN","Joe Myers","Duquesne University",NA,NA,1983,179
"5387","MIL","Brett Burkholder","DePaul University",NA,NA,1983,180
"5388","PHO","Mike Mulquin","Villanova University",NA,NA,1983,181
"5389","SAS","Norville Brown","Oklahoma Christian University",NA,NA,1983,182
"5390","BOS","Trent Johnson","University of Pittsburgh",NA,NA,1983,183
"5391","PHI","Gordon Austin","American University",NA,NA,1983,184
"5392","HOU","James Campbell","Oklahoma City University",NA,NA,1983,185
"5393","IND","Lynn Mitchem","Butler University",NA,NA,1983,186
"5394","CLE","Joe Brown","Georgia State University",NA,NA,1983,187
"5395","SDC","David Maxwell","Fordham University",NA,NA,1983,188
"5396","CHI","Ray Orange","Oklahoma Christian University",NA,NA,1983,189
"5397","GSW","Greg Goorjiam","Loyola Marymount University",NA,NA,1983,190
"5398","UTA","Ron Webb","Oklahoma Christian University",NA,NA,1983,191
"5399","DET","Marlow McLain","Eastern Michigan University",NA,NA,1983,192
"5400","DAL","Sherrod Arnold","Chicago State University",NA,NA,1983,193
"5401","WSB","Ricky Moreland","University of Maryland, Baltimore County",NA,NA,1983,194
"5402","ATL","Wil Kotchery","Rutgers University",NA,NA,1983,195
"5403","NYK","Charles Jones","Marshall University",NA,NA,1983,196
"5404","KCK","Bernard Hill","Oklahoma Panhandle State University",NA,NA,1983,197
"5405","DEN","Bobby Van Noy","Cawtaba College",NA,NA,1983,198
"5406","POR","Phil Hopson","University of Idaho",NA,NA,1983,199
"5407","SEA","Tony Washington","Hampton University",NA,NA,1983,200
"5408","NJN","Kevin Black","Rutgers University",NA,NA,1983,201
"5409","MIL","Bill Varner","University of Notre Dame",NA,NA,1983,202
"5410","SAS","Gary Gaspard","St. Mary's University",NA,NA,1983,203
"5411","PHO","Joe Dykstra","Western Illinois University",NA,NA,1983,204
"5412","BOS","John Rice","University of Massachusetts Boston",NA,NA,1983,205
"5413","PHI","Charles Fisher","James Madison University",NA,NA,1983,206
"5414","IND","Mark Smed","Augustana College (SD)",NA,NA,1983,207
"5415","CLE","Jon Hanley","Xavier University",NA,NA,1983,208
"5416","SDC","Keith Smith","San Diego State University",NA,NA,1983,209
"5417","CHI","Tom Emma","Duke University",NA,NA,1983,210
"5418","UTA","Odell Mosteller","Auburn University",NA,NA,1983,211
"5419","GSW","Michael Zeno","California State University, Long Beach",NA,NA,1983,212
"5420","DET","Ike Person","University of Michigan",NA,NA,1983,213
"5421","DAL","Clyde Corley","Florida International University",NA,NA,1983,214
"5422","WSB","Isiah Singletary","Saint Louis University",NA,NA,1983,215
"5423","ATL","Ronnie Carr","Western Carolina University",NA,NA,1983,216
"5424","NYK","Bernard Randolph","DePaul University",NA,NA,1983,217
"5425","DEN","Cleveland McCrae","Cawtaba College",NA,NA,1983,218
"5426","KCK","Aaron Haskins","Washington State University",NA,NA,1983,219
"5427","POR","Russ Christianson","East Oregon University",NA,NA,1983,220
"5428","SEA","David Binion","North Carolina Central University",NA,NA,1983,221
"5429","NJN","Rich Simkus","Princeton University",NA,NA,1983,222
"5430","MIL","Bob Kelly","St. John's University",NA,NA,1983,223
"5431","PHO","Bo Overton","University of Oklahoma",NA,NA,1983,224
"5432","SAS","Lamar Heard","University of Georgia",NA,NA,1983,225
"5433","BOS","Andy Kupec","Bentley College",NA,NA,1983,226
"5434","HOU","Hakeem Olajuwon","University of Houston",18,1238,1984,1
"5435","POR","Sam Bowie","University of Kentucky",10,511,1984,2
"5436","CHI","Michael Jordan","University of North Carolina",15,1072,1984,3
"5437","DAL","Sam Perkins","University of North Carolina",17,1286,1984,4
"5438","PHI","Charles Barkley","Auburn University",16,1073,1984,5
"5439","WSB","Melvin Turpin","University of Kentucky",5,361,1984,6
"5440","SAS","Alvin Robertson","University of Arkansas",10,779,1984,7
"5441","LAC","Lancaster Gordon","University of Louisville",4,201,1984,8
"5442","KCK","Otis Thorpe","Providence College",17,1257,1984,9
"5443","PHI","Leon Wood","California State University, Fullerton",6,274,1984,10
"5444","ATL","Kevin Willis","Michigan State University",21,1424,1984,11
